MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg/L,COND_mS/m,Ca_meq/L,Mg_meq/L,Na_meq/L,K_meq/L,ALK_meq/L,Cl_meq/L,SO4_meq/L,NO32_mg/L,NH4N_mg/L,TOTP_mg/L,DO_mg/L,CODMN_mg/L
Cambodia,H033401,1996-04-18,1996,4,18,31.3,7.28,1.6,12.7,0.558,0.295,0.28,0.04,0.898,0.064,0.232,0.42,0.01,0.02,5.55,3.4
Cambodia,H033401,1996-05-29,1996,5,29,30.2,7.67,33.0,15.9,0.81,0.32,0.34,0.05,1.092,0.221,0.151,0.258,0.02,0.03,6.35,1.6
Cambodia,H033401,1996-10-21,1996,10,21,30.4,6.64,87.0,8.6,0.501,0.194,0.17,0.03,0.74,0.073,0.06,0.141,0.01,0.001,4.21,3.9
Cambodia,H033401,1996-11-18,1996,11,18,28.8,7.16,88.0,8.3,0.476,0.184,0.15,0.03,0.711,0.064,0.051,0.013,0.07,0.03,5.24,5.6
Cambodia,H033401,1996-12-18,1996,12,18,27.4,7.07,44.0,8.8,0.719,0.202,0.16,0.03,0.771,0.061,0.066,0.057,0.1,0.006,5.19,3.1
Cambodia,H033402,1996-01-16,1996,1,16,27.2,7.49,8.0,8.4,0.431,0.197,0.19,0.04,0.66,0.084,0.063,0.148,0.01,0.02,5.29,3.5
Cambodia,H033402,1996-02-20,1996,2,20,28.8,7.38,15.0,7.5,0.328,0.191,0.2,0.004,0.565,0.082,0.06,0.212,0.01,0.02,6.94,3.9
Cambodia,H033402,1996-03-15,1996,3,15,30.0,7.15,3.0,8.4,0.347,0.204,0.22,0.04,0.638,0.104,0.058,0.315,0.02,0.03,6.66,3.4
Cambodia,H033402,1996-04-18,1996,4,18,30.6,7.35,7.0,8.9,0.319,0.233,0.27,0.04,0.656,0.136,0.077,0.464,0.01,0.02,6.57,5.4
Cambodia,H033402,1996-05-29,1996,5,29,30.2,7.35,22.0,17.6,0.936,0.387,0.3,0.04,1.218,0.225,0.26,0.331,0.01,0.03,6.14,1.4
Cambodia,H033402,1996-06-24,1996,6,24,31.0,7.1,30.0,12.4,0.625,0.278,0.31,0.05,0.843,0.193,0.156,0.257,0.07,0.08,6.43,2.2
Cambodia,H033402,1996-09-17,1996,9,17,28.6,6.6,169.6,11.5,0.743,0.23,0.21,0.03,1.0,0.073,0.117,0.245,0.04,0.04,6.88,2.7
Cambodia,H033402,1996-11-18,1996,11,18,28.8,7.18,86.0,8.4,0.484,0.248,0.16,0.03,0.703,0.069,0.051,0.037,0.05,0.02,5.21,4.2
Cambodia,H033402,1996-12-18,1996,12,18,27.8,7.3,42.0,8.7,0.696,0.201,0.17,0.03,0.759,0.069,0.061,0.051,0.15,0.04,5.29,2.7
Cambodia,H640110,1996-01-18,1996,1,18,27.6,7.6,62.0,10.4,0.351,0.196,0.5,0.06,0.884,0.155,0.048,0.139,0.008,0.04,7.15,1.9
Cambodia,H640110,1996-02-22,1996,2,22,26.2,7.69,40.0,12.2,0.294,0.251,0.48,0.08,0.91,0.209,0.046,0.114,0.12,0.06,7.17,2.2
Cambodia,H640110,1996-03-14,1996,3,14,28.6,7.31,194.0,13.3,0.299,0.227,0.7,0.08,0.983,0.259,0.069,0.189,0.04,0.07,6.56,1.7
Cambodia,H640110,1996-08-14,1996,8,14,28.0,7.02,176.0,6.0,0.217,0.129,0.3,0.05,0.59,0.083,0.072,0.254,0.11,0.05,6.98,5.0
Cambodia,H640110,1996-11-20,1996,11,20,26.8,7.35,176.0,7.6,0.301,0.314,0.31,0.04,0.667,0.095,0.021,0.08,0.11,0.04,6.8,5.1
Cambodia,H640110,1996-12-19,1996,12,19,26.3,7.39,196.0,7.9,0.274,0.146,0.35,0.05,0.666,0.104,0.025,0.069,0.06,0.03,7.55,3.0
Cambodia,H014901,1997-01-16,1997,1,16,26.0,7.56,6.0,16.0,0.886,0.383,0.32,0.03,1.242,0.169,0.177,0.16,0.1,0.01,7.82,1.4
Cambodia,H014901,1997-02-17,1997,2,17,30.0,6.66,70.0,17.5,0.976,0.4,0.36,0.03,1.33,0.195,0.197,0.02,0.07,0.01,7.1,1.5
Cambodia,H014901,1997-03-19,1997,3,19,29.0,7.1,37.0,18.3,0.942,0.464,0.4,0.04,1.382,0.226,0.198,0.01,0.05,0.02,7.14,2.5
Cambodia,H014901,1997-04-19,1997,4,19,30.0,6.81,44.0,19.2,0.919,0.502,0.43,0.05,1.356,0.272,0.222,0.08,0.04,0.01,7.45,1.6
Cambodia,H014901,1997-05-16,1997,5,16,30.0,7.53,3.3,19.2,0.924,0.517,0.43,0.05,1.327,0.277,0.242,0.1,0.02,0.01,6.98,1.1
Cambodia,H014901,1997-06-12,1997,6,12,30.0,7.06,74.0,15.1,0.88,0.422,0.37,0.04,0.982,0.23,0.374,0.21,0.06,0.01,7.14,2.9
Cambodia,H014901,1997-07-16,1997,7,16,28.5,7.26,210.0,8.6,0.625,0.193,0.2,0.05,0.593,0.075,0.124,0.012,0.03,0.04,7.36,2.7
Cambodia,H014901,1997-08-18,1997,8,18,28.3,7.19,118.0,7.3,0.409,0.256,0.19,0.03,0.621,0.082,0.064,0.11,0.05,0.03,7.59,3.8
Cambodia,H014901,1997-09-16,1997,9,16,28.5,7.38,183.3,10.0,0.711,0.333,0.18,0.04,0.895,0.087,0.065,0.12,0.14,0.02,8.01,1.1
Cambodia,H014901,1997-12-26,1997,12,26,28.0,7.72,12.0,17.2,1.14,0.522,0.2,0.03,1.423,0.141,0.235,0.08,0.01,0.01,8.29,1.1
Cambodia,H019801,1997-02-18,1997,2,18,29.6,6.38,62.0,7.0,0.338,0.171,0.21,0.04,0.581,0.08,0.055,0.07,0.1,0.03,7.18,4.7
Cambodia,H019801,1997-03-18,1997,3,18,29.8,7.08,7.0,19.3,0.926,0.607,0.41,0.04,1.44,0.251,0.202,0.06,0.02,0.02,6.79,1.8
Cambodia,H019801,1997-05-19,1997,5,19,31.6,7.53,3.3,18.6,0.91,0.5,0.43,0.04,1.292,0.271,0.227,0.07,0.04,0.01,7.36,1.6
Cambodia,H019801,1997-06-16,1997,6,16,31.6,7.36,98.0,15.5,0.953,0.287,0.36,0.04,1.18,0.231,0.128,0.25,0.05,0.03,6.56,3.7
Cambodia,H019801,1997-07-21,1997,7,21,28.2,7.76,140.0,8.5,0.475,0.254,0.22,0.04,0.702,0.093,0.149,0.36,0.13,0.05,6.91,2.6
Cambodia,H019801,1997-08-15,1997,8,15,28.0,7.37,185.0,11.1,0.742,0.339,0.2,0.03,0.919,0.078,0.133,0.09,0.008,0.04,7.62,2.2
Cambodia,H019801,1997-08-18,1997,8,18,28.0,7.31,114.0,9.9,0.611,0.293,0.2,0.04,0.799,0.106,0.09,0.36,0.09,0.03,6.91,2.9
Cambodia,H019801,1997-09-15,1997,9,15,28.0,7.37,185.0,11.1,0.742,0.339,0.2,0.03,0.919,0.078,0.133,0.09,0.03,0.03,7.62,2.2
Cambodia,H019801,1997-10-13,1997,10,13,29.0,7.46,65.0,12.1,0.66,0.241,0.26,0.04,0.969,0.089,0.174,0.25,0.03,0.03,7.31,1.5
Cambodia,H019801,1997-11-19,1997,11,19,28.7,7.7,47.0,14.1,0.99,0.303,0.29,0.04,1.129,0.111,0.238,0.2,0.07,0.03,7.27,1.6
Cambodia,H019801,1997-12-26,1997,12,26,28.6,7.83,3.0,16.4,1.077,0.43,0.2,0.03,1.34,0.101,0.242,0.13,0.01,0.02,7.56,1.4
Cambodia,H019802,1997-01-20,1997,1,20,26.8,7.49,12.5,16.1,0.902,0.386,0.33,0.03,1.242,0.165,0.173,0.12,0.06,0.02,7.99,1.7
Cambodia,H019802,1997-02-19,1997,2,19,29.3,7.25,40.0,17.8,0.984,0.41,0.36,0.03,1.338,0.186,0.207,0.02,0.05,0.02,7.23,1.5
Cambodia,H019802,1997-03-18,1997,3,18,29.7,7.25,15.0,19.5,1.016,0.492,0.415,0.04,1.422,0.255,0.181,0.25,0.03,0.04,7.23,2.8
Cambodia,H019802,1997-04-21,1997,4,21,31.3,7.13,2.0,19.3,0.981,0.438,0.45,0.05,1.352,0.284,0.21,0.09,0.07,0.01,7.21,1.5
Cambodia,H019802,1997-05-20,1997,5,20,31.0,7.53,6.7,18.8,0.939,0.471,0.44,0.04,1.29,0.282,0.203,0.05,0.03,0.01,7.41,1.4
Cambodia,H019802,1997-06-19,1997,6,19,31.5,7.62,12.7,18.1,0.908,0.524,0.42,0.04,1.252,0.3,0.301,0.05,0.04,0.006,6.69,2.9
Cambodia,H019802,1997-07-19,1997,7,19,28.0,7.44,160.0,10.1,0.675,0.182,0.22,0.04,0.753,0.125,0.135,0.23,0.05,0.04,7.35,2.1
Cambodia,H019802,1997-11-19,1997,11,19,28.5,7.75,60.0,14.6,1.024,0.35,0.2,0.05,1.173,0.1,0.229,0.26,0.07,0.03,7.25,1.2
Cambodia,H019802,1997-12-19,1997,12,19,28.2,7.87,8.0,16.1,1.087,0.438,0.2,0.03,1.322,0.117,0.192,0.2,0.01,0.02,8.1,1.0
Cambodia,H019806,1997-01-22,1997,1,22,27.2,7.41,8.6,12.0,0.634,0.278,0.26,0.03,0.933,0.118,0.115,0.14,0.07,0.02,5.9,3.1
Cambodia,H019806,1997-02-14,1997,2,14,29.2,7.01,11.0,12.9,0.688,0.304,0.29,0.04,0.991,0.137,0.13,0.03,0.04,0.01,5.93,2.9
Cambodia,H019806,1997-03-17,1997,3,17,29.7,7.18,9.0,13.7,0.624,0.395,0.325,0.03,1.029,0.162,0.127,0.1,0.07,0.009,5.64,6.1
Cambodia,H019806,1997-04-23,1997,4,23,30.9,7.21,12.0,17.9,0.87,0.417,0.4,0.05,1.278,0.24,0.201,0.14,0.03,0.02,6.9,1.1
Cambodia,H019806,1997-05-22,1997,5,22,30.8,7.19,4.0,18.2,0.909,0.452,0.41,0.05,1.262,0.263,0.217,0.14,0.09,0.01,7.41,1.1
Cambodia,H019806,1997-06-26,1997,6,26,31.0,7.8,17.0,19.6,1.069,0.594,0.33,0.04,1.085,0.337,0.462,0.21,0.11,0.02,6.75,2.7
Cambodia,H020101,1997-01-20,1997,1,20,26.2,6.94,84.0,8.0,0.425,0.185,0.2,0.03,0.653,0.073,0.059,0.15,0.07,0.02,4.05,7.2
Cambodia,H020101,1997-02-18,1997,2,18,29.3,7.02,11.0,17.3,0.951,0.416,0.34,0.03,1.325,0.18,0.206,0.01,0.06,0.01,3.75,1.9
Cambodia,H020101,1997-03-18,1997,3,18,30.2,6.79,17.0,6.0,0.259,0.144,0.22,0.03,0.502,0.074,0.056,0.42,0.02,0.03,1.95,5.3
Cambodia,H020101,1997-04-22,1997,4,22,30.8,7.07,18.0,6.3,0.214,0.172,0.2,0.04,0.437,0.082,0.076,0.5,0.02,0.03,4.5,3.9
Cambodia,H020101,1997-05-19,1997,5,19,32.2,7.14,12.0,7.1,0.228,0.217,0.22,0.04,0.506,0.091,0.069,0.5,0.03,0.04,6.88,4.8
Cambodia,H020101,1997-06-16,1997,6,16,30.6,7.43,54.0,15.4,0.794,0.495,0.35,0.04,1.008,0.221,0.331,0.21,0.03,0.02,5.07,3.1
Cambodia,H020101,1997-09-15,1997,9,15,28.7,7.53,135.0,11.4,0.762,0.33,0.2,0.04,1.013,0.073,0.132,0.22,0.03,0.03,7.54,0.6
Cambodia,H020101,1997-10-13,1997,10,13,30.4,7.43,31.0,9.2,0.506,0.195,0.21,0.04,0.777,0.074,0.086,0.2,0.02,0.01,4.99,1.8
Cambodia,H020101,1997-11-19,1997,11,19,28.6,7.24,32.0,8.0,0.506,0.208,0.19,0.05,0.718,0.065,0.127,0.09,0.09,0.01,5.15,3.5
Cambodia,H020101,1997-12-26,1997,12,26,28.8,6.9,19.0,7.9,0.461,0.228,0.16,0.04,0.66,0.069,0.085,0.15,0.02,0.02,4.48,3.9
Cambodia,H020102,1997-01-21,1997,1,21,27.6,6.52,14.0,7.9,0.405,0.197,0.19,0.03,0.635,0.073,0.055,0.23,0.08,0.01,4.7,5.7
Cambodia,H020102,1997-02-17,1997,2,17,29.8,7.08,20.0,7.1,0.317,0.288,0.2,0.04,0.629,0.076,0.202,0.05,0.11,0.02,3.95,4.8
Cambodia,H020102,1997-03-19,1997,3,19,30.6,6.63,23.0,6.0,0.237,0.166,0.22,0.03,0.536,0.071,0.055,0.38,0.03,0.03,0.95,5.5
Cambodia,H020102,1997-04-24,1997,4,24,31.8,6.61,16.0,6.4,0.222,0.084,0.25,0.04,0.41,0.082,0.075,0.47,0.03,0.04,3.61,5.1
Cambodia,H020102,1997-05-20,1997,5,20,32.2,6.61,3.0,6.5,0.113,0.277,0.22,0.04,0.443,0.087,0.078,0.46,0.04,0.04,5.71,6.2
Cambodia,H020102,1997-06-24,1997,6,24,31.2,7.34,28.0,13.1,0.598,0.486,0.25,0.05,0.887,0.203,0.272,0.22,0.05,0.02,6.32,5.7
Cambodia,H020102,1997-07-25,1997,7,25,27.8,7.14,180.0,11.8,0.66,0.416,0.25,0.05,0.888,0.148,0.184,0.25,0.005,0.08,6.58,2.6
Cambodia,H020102,1997-09-17,1997,9,17,28.4,7.08,115.0,9.8,0.653,0.265,0.18,0.04,0.816,0.091,0.066,0.19,0.14,0.02,5.13,2.1
Cambodia,H020102,1997-10-17,1997,10,17,30.7,7.27,12.9,8.8,0.482,0.189,0.2,0.04,0.749,0.064,0.075,0.1,0.04,0.01,4.36,1.9
Cambodia,H020102,1997-11-24,1997,11,24,29.8,7.31,12.1,8.3,0.545,0.152,0.2,0.04,0.673,0.063,0.112,0.13,0.13,0.01,4.89,3.9
Cambodia,H020102,1997-12-29,1997,12,29,28.8,6.92,21.2,7.1,0.389,0.233,0.14,0.03,0.607,0.068,0.064,0.098,0.02,0.02,4.78,4.0
Cambodia,H020103,1997-01-21,1997,1,21,27.5,7.03,28.0,7.9,0.417,0.195,0.2,0.03,0.657,0.071,0.06,0.04,0.12,0.01,4.38,4.6
Cambodia,H020103,1997-02-17,1997,2,17,30.3,7.07,11.0,6.7,0.307,0.179,0.24,0.04,0.597,0.07,0.05,0.03,0.07,0.02,5.08,4.9
Cambodia,H020103,1997-03-19,1997,3,19,29.7,6.61,16.0,6.4,0.253,0.171,0.23,0.04,0.556,0.073,0.045,0.25,0.08,0.03,4.93,6.0
Cambodia,H020103,1997-04-24,1997,4,24,30.5,6.73,14.0,7.9,0.269,0.36,0.26,0.05,0.713,0.101,0.079,0.56,0.03,0.06,2.7,6.1
Cambodia,H020103,1997-05-20,1997,5,20,31.6,6.43,85.0,6.4,0.18,0.139,0.3,0.03,0.347,0.094,0.196,0.58,0.03,0.11,2.94,4.9
Cambodia,H020103,1997-06-24,1997,6,24,31.5,7.08,66.0,6.4,0.197,0.182,0.28,0.07,0.462,0.086,0.171,0.5,0.08,0.08,5.8,9.8
Cambodia,H020103,1997-07-25,1997,7,25,28.0,7.29,165.0,12.9,0.73,0.317,0.26,0.05,0.843,0.131,0.193,0.26,0.009,0.07,6.72,2.4
Cambodia,H020103,1997-08-22,1997,8,22,29.2,7.16,52.0,9.2,0.54,0.309,0.23,0.04,0.767,0.114,0.073,0.29,0.12,0.03,5.4,3.2
Cambodia,H020103,1997-10-17,1997,10,17,30.0,7.17,4.0,7.7,0.426,0.162,0.2,0.04,0.673,0.056,0.076,0.07,0.12,0.01,4.83,2.2
Cambodia,H020103,1997-11-24,1997,11,24,28.0,7.15,11.0,8.2,0.514,0.193,0.2,0.05,0.678,0.067,0.119,0.12,0.11,0.02,5.47,4.0
Cambodia,H020103,1997-12-22,1997,12,22,29.0,6.8,13.8,8.8,0.526,0.203,0.15,0.03,0.712,0.073,0.096,0.1,0.01,0.01,8.46,3.8
Cambodia,H020106,1997-01-21,1997,1,21,28.0,6.86,7.0,6.6,0.322,0.148,0.185,0.03,0.523,0.065,0.047,0.001,0.07,0.02,7.06,7.2
Cambodia,H020106,1997-02-17,1997,2,17,30.4,6.91,3.0,7.0,0.29,0.184,0.23,0.04,0.587,0.074,0.034,0.02,0.07,0.02,6.29,5.6
Cambodia,H020106,1997-03-18,1997,3,18,30.8,6.58,27.0,18.3,0.31,0.144,0.235,0.02,0.552,0.059,0.034,0.1,0.11,0.02,7.19,6.9
Cambodia,H020106,1997-07-25,1997,7,25,29.4,6.87,7.0,9.3,0.589,0.21,0.25,0.05,0.644,0.142,0.166,0.28,0.13,0.05,5.03,7.1
Cambodia,H020106,1997-09-17,1997,9,17,30.2,7.13,12.0,9.3,0.582,0.265,0.21,0.04,0.782,0.077,0.076,0.09,0.12,0.01,4.05,1.9
Cambodia,H020106,1997-10-17,1997,10,17,30.3,7.52,0.4,9.4,0.468,0.205,0.21,0.04,0.739,0.074,0.073,0.02,0.08,0.01,6.41,2.6
Cambodia,H020106,1997-11-24,1997,11,24,29.8,7.15,4.7,7.7,0.478,0.182,0.2,0.04,0.623,0.088,0.115,0.16,0.12,0.02,7.44,5.7
Cambodia,H020106,1997-12-29,1997,12,29,28.6,6.63,18.3,6.1,0.309,0.213,0.15,0.03,0.504,0.061,0.074,0.15,0.01,0.02,3.57,4.2
Cambodia,H033401,1997-01-22,1997,1,22,27.6,6.97,17.0,8.0,0.413,0.09,0.2,0.04,0.649,0.077,0.056,0.17,0.11,0.02,4.43,4.3
Cambodia,H033401,1997-02-14,1997,2,14,29.2,7.08,16.0,7.3,0.346,0.181,0.22,0.04,0.591,0.077,0.059,0.13,0.02,0.03,4.0,4.8
Cambodia,H033401,1997-03-17,1997,3,17,30.0,6.7,5.0,6.0,0.259,0.191,0.225,0.04,0.538,0.075,0.061,0.34,0.02,0.02,3.56,5.3
Cambodia,H033401,1997-04-23,1997,4,23,30.8,6.69,4.0,7.4,0.261,0.178,0.23,0.04,0.49,0.098,0.092,0.5,0.03,0.04,3.82,4.1
Cambodia,H033401,1997-05-22,1997,5,22,30.8,7.5,5.3,10.5,0.414,0.296,0.3,0.04,0.726,0.154,0.112,0.34,0.04,0.01,6.34,5.3
Cambodia,H033401,1997-06-26,1997,6,26,31.2,7.7,14.0,19.6,1.183,0.409,0.35,0.04,1.195,0.325,0.468,0.22,0.11,0.02,6.89,3.6
Cambodia,H033401,1997-07-23,1997,7,23,28.0,7.38,70.0,10.3,0.63,0.256,0.26,0.05,0.754,0.12,0.176,0.26,0.08,0.06,7.0,2.6
Cambodia,H033401,1997-10-15,1997,10,15,29.8,7.16,95.0,9.2,0.498,0.213,0.21,0.04,0.793,0.065,0.09,0.12,0.03,0.01,5.51,2.1
Cambodia,H033401,1997-11-21,1997,11,21,29.5,7.22,14.0,8.2,0.503,0.226,0.2,0.05,0.686,0.065,0.119,0.07,0.1,0.01,5.38,4.0
Cambodia,H033401,1997-12-25,1997,12,25,29.8,7.02,20.0,8.4,0.507,0.202,0.19,0.03,0.694,0.075,0.09,0.19,0.01,0.02,4.75,4.2
Cambodia,H033402,1997-01-22,1997,1,22,27.2,6.94,11.0,8.5,0.437,0.202,0.21,0.04,0.687,0.082,0.06,0.2,0.12,0.02,4.42,4.0
Cambodia,H033402,1997-02-14,1997,2,14,29.2,6.91,14.0,12.9,0.354,0.202,0.22,0.04,0.615,0.093,0.072,0.14,0.02,0.03,5.07,4.2
Cambodia,H033402,1997-03-17,1997,3,17,30.2,7.15,6.0,8.0,0.338,0.193,0.25,0.04,0.613,0.1,0.056,0.28,0.03,0.02,7.3,5.4
Cambodia,H033402,1997-04-23,1997,4,23,31.2,6.69,24.0,8.3,0.298,0.18,0.26,0.05,0.614,0.117,0.055,0.45,0.03,0.03,6.61,5.9
Cambodia,H033402,1997-07-23,1997,7,23,28.0,7.26,180.0,9.5,0.565,0.215,0.24,0.05,0.669,0.104,0.176,0.34,0.09,0.07,6.67,2.0
Cambodia,H033402,1997-10-15,1997,10,15,29.8,7.15,18.0,9.2,0.499,0.208,0.19,0.04,0.793,0.067,0.085,0.11,0.06,0.01,4.63,2.2
Cambodia,H033402,1997-11-21,1997,11,21,29.6,7.2,17.0,8.2,0.61,0.063,0.2,0.04,0.667,0.065,0.104,0.11,0.06,0.01,5.6,3.9
Cambodia,H033402,1997-12-25,1997,12,25,29.6,7.03,1.0,8.9,0.524,0.265,0.11,0.03,0.725,0.079,0.103,0.18,0.01,0.02,5.43,3.2
Cambodia,H640110,1997-01-20,1997,1,20,27.8,7.43,104.2,9.2,0.316,0.196,0.41,0.05,0.744,0.128,0.032,0.03,0.07,0.02,7.46,2.4
Cambodia,H640110,1997-02-18,1997,2,18,29.6,6.81,33.0,9.3,0.315,0.18,0.44,0.06,0.769,0.142,0.023,0.01,0.07,0.03,7.11,5.8
Cambodia,H640110,1997-03-18,1997,3,18,30.2,6.7,74.0,9.9,0.275,0.184,0.5,0.06,0.754,0.176,0.036,0.19,0.06,0.04,6.86,3.9
Cambodia,H640110,1997-04-22,1997,4,22,30.0,7.22,74.0,10.4,0.256,0.222,0.52,0.06,0.8,0.171,0.04,0.04,0.04,0.05,6.89,2.5
Cambodia,H640110,1997-05-19,1997,5,19,32.2,7.66,90.0,10.9,0.248,0.243,0.54,0.06,0.73,0.261,0.037,0.1,0.03,0.05,7.12,2.4
Cambodia,H640110,1997-06-16,1997,6,16,32.2,7.44,160.0,9.1,0.284,0.207,0.49,0.08,0.655,0.198,0.139,0.15,0.03,0.05,7.29,5.0
Cambodia,H640110,1997-10-13,1997,10,13,30.6,7.2,185.0,7.4,0.267,0.168,0.2,0.08,0.637,0.085,0.072,0.18,0.04,0.09,7.04,3.7
Cambodia,H640110,1997-11-19,1997,11,19,30.7,7.3,139.0,7.2,0.305,0.165,0.4,0.05,0.651,0.094,0.106,0.05,0.07,0.03,7.25,3.4
Cambodia,H640110,1997-12-26,1997,12,26,27.0,7.24,46.0,10.4,0.432,0.267,0.41,0.05,0.874,0.143,0.083,0.04,0.03,0.03,6.73,3.1
Cambodia,H014901,1998-01-22,1998,1,22,29.0,8.15,29.0,19.0,1.158,0.641,0.23,0.03,1.519,0.179,0.253,0.07,0.04,0.01,7.51,1.0
Cambodia,H014901,1998-02-18,1998,2,18,29.0,8.14,7.3,20.0,1.245,0.602,0.35,0.03,1.525,0.202,0.382,0.02,0.04,0.01,7.31,1.7
Cambodia,H014901,1998-03-24,1998,3,24,30.8,8.24,50.0,20.2,1.184,0.641,0.31,0.04,1.569,0.256,0.228,0.65,0.09,0.02,7.58,1.6
Cambodia,H014901,1998-05-14,1998,5,14,31.0,7.29,23.0,21.6,1.106,0.539,0.5,0.04,1.472,0.245,0.384,0.34,0.02,0.02,7.49,2.2
Cambodia,H014901,1998-06-28,1998,6,28,31.0,7.6,64.0,14.5,0.773,0.272,0.34,0.04,0.946,0.186,0.33,0.33,0.006,0.04,6.93,4.9
Cambodia,H019801,1998-01-22,1998,1,22,29.4,7.96,4.0,19.1,1.207,0.653,0.02,0.03,1.528,0.182,0.233,0.03,0.07,0.01,7.39,1.6
Cambodia,H019801,1998-02-17,1998,2,17,29.8,8.04,5.0,19.7,1.286,0.562,0.32,0.03,1.521,0.199,0.341,0.12,0.05,0.02,7.17,1.6
Cambodia,H019801,1998-03-25,1998,3,25,30.6,8.11,3.3,20.6,1.296,0.578,0.41,0.04,1.612,0.234,0.259,0.34,0.04,0.01,7.33,1.2
Cambodia,H019801,1998-04-28,1998,4,28,32.0,8.44,9.2,22.4,1.227,0.505,0.45,0.04,1.609,0.25,0.352,0.05,0.008,0.02,8.98,1.4
Cambodia,H019801,1998-05-26,1998,5,26,32.0,8.05,7.5,21.6,1.066,0.6,0.47,0.05,1.498,0.24,0.355,0.008,0.01,0.007,7.38,2.5
Cambodia,H019801,1998-06-25,1998,6,25,32.2,7.68,2.0,18.2,0.956,0.353,0.41,0.05,1.162,0.28,0.406,0.5,0.006,0.04,6.34,2.1
Cambodia,H019802,1998-01-19,1998,1,19,29.3,8.2,2.5,18.9,1.166,0.669,0.2,0.03,1.498,0.175,0.245,0.22,0.02,0.02,7.34,2.2
Cambodia,H019802,1998-02-14,1998,2,14,30.0,8.17,6.7,19.8,1.284,0.571,0.33,0.03,1.54,0.133,0.437,0.23,0.03,0.01,7.26,1.7
Cambodia,H019802,1998-04-20,1998,4,20,31.5,8.35,0.3,22.1,1.234,0.48,0.44,0.04,1.568,0.255,0.3,0.07,0.005,0.01,8.77,1.5
Cambodia,H019802,1998-05-19,1998,5,19,32.0,8.29,6.7,21.4,1.067,0.553,0.44,0.05,1.445,0.24,0.329,0.22,0.01,0.01,6.83,1.3
Cambodia,H019802,1998-06-19,1998,6,19,31.5,7.23,14.0,17.6,1.006,0.357,0.34,0.04,1.189,0.397,0.173,0.3,0.005,0.03,6.75,3.8
Cambodia,H020101,1998-01-22,1998,1,22,29.2,6.85,38.0,7.9,0.417,0.29,0.19,0.04,0.701,0.078,0.079,0.11,0.02,0.02,4.99,3.9
Cambodia,H020101,1998-02-17,1998,2,17,29.4,7.05,8.0,8.0,0.389,0.286,0.2,0.04,0.623,0.067,0.171,0.38,0.03,0.03,4.14,5.0
Cambodia,H020101,1998-03-25,1998,3,25,30.6,7.35,10.0,11.6,0.602,0.357,0.25,0.05,0.901,0.126,0.161,0.23,0.01,0.03,5.55,5.2
Cambodia,H020101,1998-05-26,1998,5,26,32.6,7.98,3.7,21.2,1.08,0.53,0.41,0.05,1.462,0.205,0.393,0.04,0.03,0.01,8.8,2.6
Cambodia,H020101,1998-06-25,1998,6,25,32.0,7.62,42.7,17.6,0.963,0.367,0.36,0.04,1.18,0.2,0.412,0.59,0.008,0.06,5.94,2.3
Cambodia,H020102,1998-01-27,1998,1,27,29.6,7.12,15.7,8.2,0.422,0.262,0.21,0.04,0.726,0.089,0.069,0.22,0.03,0.02,4.77,4.4
Cambodia,H020102,1998-02-19,1998,2,19,30.8,7.1,8.0,8.0,0.354,0.289,0.2,0.04,0.608,0.059,0.171,0.33,0.012,0.03,4.46,7.8
Cambodia,H020102,1998-05-27,1998,5,27,31.8,7.65,3.3,7.2,0.19,0.216,0.26,0.05,0.479,0.11,0.106,0.94,0.01,0.02,7.56,6.2
Cambodia,H020102,1998-06-26,1998,6,26,31.8,7.47,9.0,19.4,1.031,0.412,0.41,0.04,1.209,0.238,0.506,0.46,0.005,0.04,3.18,2.0
Cambodia,H020103,1998-01-27,1998,1,27,29.0,7.33,18.0,8.5,0.464,0.295,0.2,0.04,0.767,0.087,0.068,0.18,0.09,0.02,5.58,5.5
Cambodia,H020103,1998-03-24,1998,3,24,29.8,6.79,10.0,8.0,0.289,0.253,0.3,0.05,0.6,0.106,0.135,0.45,0.008,0.04,3.66,6.1
Cambodia,H020103,1998-06-26,1998,6,26,32.0,7.22,7.4,17.5,0.82,0.489,0.42,0.005,1.15,0.175,0.449,0.32,0.005,0.03,5.49,3.7
Cambodia,H033401,1998-01-26,1998,1,26,29.8,7.11,8.0,8.7,0.443,0.315,0.21,0.04,0.72,0.089,0.166,0.21,0.02,0.02,4.94,4.6
Cambodia,H033401,1998-02-18,1998,2,18,29.2,7.04,26.0,9.8,0.431,0.305,0.31,0.05,0.712,0.114,0.232,0.51,0.03,0.04,4.73,5.6
Cambodia,H033401,1998-03-23,1998,3,23,31.8,7.09,10.0,9.7,0.41,0.286,0.36,0.05,0.737,0.159,0.115,0.34,0.06,0.03,8.46,5.8
Cambodia,H033401,1998-05-28,1998,5,28,31.8,7.94,1.7,21.4,1.089,0.565,0.35,0.05,1.498,0.207,0.395,0.08,0.03,0.01,7.95,2.8
Cambodia,H033401,1998-06-29,1998,6,29,31.2,7.76,14.0,17.0,0.872,0.374,0.39,0.04,1.118,0.256,0.368,0.39,0.01,0.05,6.48,1.9
Cambodia,H033402,1998-01-26,1998,1,26,30.4,7.26,8.0,8.7,0.398,0.358,0.21,0.04,0.746,0.099,0.075,0.22,0.01,0.02,6.73,5.5
